Class,R_10,R_8,R_6,G_10,G_8,G_6,B_10,B_8,B_6
Zn2,45.14239203,48.13159668,43.16951952,61.32840074,59.18329139,59.69832232,144.9346822,141.1335878,146.0828253
Zn2,42.85789589,47.53924813,42.97403232,56.40816574,56.1240011,64.26859774,142.0929306,142.3715049,145.2112062
Zn2,45.74718783,45.22353715,40.95637475,58.73525889,59.43092264,57.64545434,139.9488296,147.6646391,137.6088169
Zn2,40.71385224,46.71911817,39.60219452,63.4919196,56.35607975,56.32131519,139.6018745,141.1829558,140.763856
Zn2,41.9643777,43.22054594,43.73662167,64.45268514,65.48362484,60.96179011,136.0872118,142.5452173,145.1698564
Zn2,46.42438438,39.2301213,41.26052974,63.28212658,64.26950213,58.68848106,141.6817263,147.6472231,142.6057232
Zn2,38.6930274,43.17957345,47.94301797,56.2172428,65.76066933,60.95193877,137.8953484,142.5968306,140.4164067
Zn2,46.54477611,48.39364386,41.90466908,65.52724207,56.66594327,61.337008,138.1737458,142.4527125,145.8714461
Zn2,38.37341187,44.0033212,41.35680574,58.9672023,64.04202245,56.19694559,142.3344144,147.4135119,140.7325789
Zn2,46.62731694,39.50940911,43.05236209,63.38022287,57.25526175,57.91251188,138.5113852,144.0631873,142.6614558
Zn2,38.81052333,48.1263532,43.49673922,60.53672334,63.7326562,56.52749487,137.494568,142.1140289,138.7809377
Zn2,42.33402984,40.78679158,38.80487382,59.48783606,63.72851403,64.61835195,143.0630325,147.4895869,142.1406951
Zn2,38.45495537,47.14051265,45.54384911,58.05616094,62.73092425,57.87396233,140.5045856,141.9979497,146.6399408
Zn2,41.75915185,39.65702509,45.37324379,64.38205888,58.06995446,59.57780074,136.353535,143.3007388,141.9569743
Zn2,39.42527498,45.58437515,41.73669079,58.02024155,59.26125371,55.90369389,137.8174613,144.5769096,146.9744115
Zn2,40.10730609,40.72389073,46.79566887,63.44922186,60.80714423,55.16931094,141.167991,139.3593389,146.9948677
Zn2,46.98548458,41.04292537,45.50594969,64.38341311,58.12551023,58.77583506,135.0706786,147.6463578,145.3206228
Zn2,41.45007275,46.44325974,46.92784898,60.3903805,58.98686394,61.70063186,136.1001441,139.14233,146.2327069
Zn2,46.0829884,45.07121403,43.58424366,60.10186827,62.90842631,62.96780354,140.6456234,147.1172812,142.3300364
Zn2,40.84279773,48.6362485,38.5776536,65.42178185,64.88702132,60.11435698,142.8396934,139.1080267,140.6498625
Zn2,39.43415562,44.7529586,47.94188555,60.34283592,64.77191457,59.36132689,137.3823667,141.6055022,146.731716
Zn2,39.45252154,43.31972631,39.82441096,59.86469537,63.7761452,56.89978248,135.3714413,141.2883058,145.0218818
Zn2,40.18157827,45.08236842,46.64925674,62.74616068,57.35421399,61.85014031,144.5280756,146.7220288,140.396062
Zn2,43.48411464,47.04975258,42.02126012,61.23318306,58.56719599,63.81086069,144.0488933,147.03165,138.8093515
Zn2,45.6568812,40.38654561,45.87749722,59.86037247,58.53128864,56.04487246,143.3315801,139.2153409,143.2459104
Zn2,43.68599944,45.84969099,43.87832115,58.76690383,64.652818,57.02969826,137.6266574,143.539184,143.1192891
Zn2,40.90468731,47.76561837,39.74634819,58.34837245,57.88739332,61.14985585,140.9046925,145.4508727,142.4530047
Zn2,40.96156065,40.89700218,38.68693751,59.81035056,64.51923347,59.97163631,141.8324271,144.6935231,145.9610125
Zn2,40.16367308,41.94791563,39.63014389,62.62802855,60.8286351,56.0778608,142.1455416,142.058994,139.2399875
Zn2,39.10358533,46.97869588,44.96301092,63.63747341,59.74276624,61.45712084,141.0501461,146.2791966,145.7428271
Zn2,44.58756066,40.26436771,45.35678441,62.53795837,58.44250524,58.52705393,143.9730496,140.1401079,145.8337575
Zn2,41.36899383,41.14215698,47.81979733,63.80265957,59.82050201,60.55936512,135.3452347,139.9070657,139.2513844
Zn2,39.88336218,42.17002723,38.31543543,64.86426197,56.56537055,56.81658321,142.6741596,141.1173522,146.989215
Zn2,42.2322291,43.43314212,43.75195197,59.62415842,63.40310061,62.18908728,142.5166424,139.6928668,145.8930428
Zn2,47.45462799,40.11277964,47.01738234,61.33832897,63.60414379,58.31684046,144.5301038,143.9207473,142.6835438
Zn2,46.43600754,47.22513852,38.75134408,57.55645563,57.35483898,55.11196183,142.5583526,145.1315597,146.1262145
Zn2,40.22932031,40.14491718,40.53876256,63.99631935,63.74786691,56.86570258,139.6339518,147.2967927,140.9150402
Zn2,43.41713815,39.7603315,38.67853305,60.16741595,58.8172478,60.80358111,143.4004844,139.9380608,140.7187624
Zn2,47.85732071,44.20332623,45.87234325,65.06495504,58.87626398,55.6061014,141.5937461,146.881261,145.558643
Zn2,47.81560088,44.44196755,40.08509914,63.19875605,61.33993505,61.02648335,140.9753673,139.2932626,145.1092112
Zn2,39.10066123,45.88340869,41.06107873,60.60775133,59.56321539,55.44339883,135.7303059,142.39392,139.8541663
Zn2,46.04708002,48.50542071,40.12777186,57.859043,58.29353066,60.69444416,136.71652,146.5102541,144.2392709
Zn2,45.03656056,42.74393644,45.34700997,59.89437401,58.3353929,57.42602642,136.1662726,139.8713577,144.9913974
Zn2,38.65871099,41.9021806,42.12068321,58.16749439,63.09474515,63.75551109,139.2768134,140.7157597,145.0712356
Zn2,43.70492537,45.45974578,39.73522213,62.76038583,63.60182525,62.78080626,135.5305508,142.2959957,139.615061
Zn2,39.43059283,44.87606369,38.41067279,63.82544721,61.92354393,59.48650949,142.8763888,142.602825,143.4061598
Zn2,38.43670902,44.89938736,44.47408959,61.62799713,61.79949515,64.48175341,141.3392014,144.414735,139.6331833
Zn2,43.49559841,39.16046238,38.46524312,63.28558666,59.01985341,61.58820753,137.7133591,143.75959,145.6578922
Zn2,43.36798128,47.15984145,43.90464354,63.13968665,56.17949946,57.47939429,141.1213955,146.5619839,144.6047833
Zn2,43.41183638,48.36573858,41.32835801,63.27584484,58.61981498,59.2482082,137.3495718,141.233777,140.9962603
Zn2,38.7839245,43.28688872,39.65120074,61.49424637,65.04686328,59.61822072,136.310546,139.2649541,137.205605
Zn2,46.68837362,46.99877594,44.16258557,65.01308221,56.2456166,61.80722343,138.3088476,142.6446673,143.1711272
Zn2,38.71459054,48.65541391,38.67282092,56.64264636,58.21918654,57.88742487,140.5929073,147.0484556,141.5711673
Zn2,46.06126196,48.49624805,46.98719538,64.03644429,59.49402983,57.70660848,139.3212771,147.3364812,145.6967147
Zn2,40.65894035,48.52550359,46.08597754,59.43569814,62.18673347,60.94753962,137.8119686,140.0674481,137.2260436
Zn2,41.99824454,47.51535721,40.76284511,62.0475467,64.56038564,55.00088186,140.0383379,138.7858676,140.6082245
Zn2,46.25073776,46.13422185,41.20030824,65.14871406,59.45800251,63.52569149,138.1891483,144.9111238,139.238717
Zn2,45.25025791,40.84256996,47.78705578,57.7590678,56.90120952,62.39936636,142.4286892,143.2008482,137.6886477
Zn2,46.68272419,43.97587026,43.72299647,60.3528276,63.07922738,59.65509288,137.3247822,144.0534477,144.6701146
Zn2,42.48390894,41.40585164,40.81085212,63.90880993,64.69609863,60.77785135,143.3026301,142.5892799,140.2388783
Zn2,40.45974011,44.1546727,42.63112933,61.49082652,65.08023635,63.02660965,140.6893873,141.9807158,146.9780135
Zn2,42.98079659,47.13956863,43.51702052,59.28912088,58.7703439,62.92642536,143.78423,145.7749122,138.0673907
Zn2,39.41110776,45.10373819,43.37987785,60.65253919,61.26093705,58.36269248,137.3749497,141.96937,138.12873
Zn2,40.11252472,43.84363059,42.7733821,56.54553279,64.67190676,63.75012281,137.8762941,143.7448857,146.5952001
Zn2,41.51388752,46.83557867,39.72132563,56.88641364,65.73968486,59.38668489,139.1647311,143.9884789,138.4059236
Zn2,45.00864768,42.07226813,41.67434631,61.65654529,57.44972473,64.23549355,139.6102757,143.8618524,145.9015364
Zn2,40.5673861,39.0071704,41.03896109,62.06934704,64.5112716,61.30510341,141.2783522,138.6891286,145.5915711
Zn2,38.59515758,47.58146017,44.25264296,58.17094095,58.33590434,62.27843141,136.7821686,140.9049287,137.3762204
Zn2,42.39601306,40.8894252,39.13065285,58.98580894,62.47360816,64.25623278,141.3216283,144.0453499,146.9771125
Zn2,44.26548848,39.7993184,44.07739848,56.05461275,59.86601598,61.54177982,139.7479149,143.3205009,142.6327753
Zn2,42.82012506,43.82739444,38.86011935,63.90030579,56.42069363,61.00558713,138.5444596,144.6683671,144.2688508
Zn2,46.22858128,40.39386981,44.99606997,63.36511573,58.56588672,60.59751284,136.8316785,146.9130082,141.3841269
Zn2,41.68666092,41.75077595,41.36024525,61.68843412,65.99593647,63.90331122,144.4136717,138.2711017,146.3154998
Zn2,38.52782498,44.1618079,39.6339715,63.05476011,63.36513302,58.98848287,135.1450362,138.482888,139.1642176
Zn2,45.584396,39.95770059,46.92644697,64.5413673,63.97485742,61.54794355,137.5798629,139.9215921,141.4077773
Zn2,42.81871847,39.75793889,38.31049162,61.17324193,57.60224339,62.23998883,141.3983429,140.9967943,139.2080854
Zn2,38.70762359,48.00856099,39.39527557,57.41907835,56.56894544,58.50335631,139.9349676,141.4642372,138.6962003
Zn2,44.60154958,46.202602,39.06840197,58.21815865,59.36596463,64.18861304,137.2640671,144.0629865,140.7416225
Zn2,43.14168752,39.49261113,46.48003549,62.72947321,56.12482334,57.06804802,144.9576731,142.8174479,139.8354402
Zn2,47.27267831,44.66518903,41.30666819,62.37393736,63.22126609,61.05072825,141.1620695,142.1871195,142.2978949
Zn2,41.74506051,41.16657095,47.59657693,63.65680762,61.22180164,56.72283436,144.49478,138.9949492,142.150073
Zn2,46.95832167,40.75285035,44.88120044,61.57186478,64.16742304,58.42917937,142.7963175,146.2714431,142.9076523
Zn2,44.27983986,42.95492948,44.29609876,65.43972452,57.58325472,63.79409507,140.2165603,140.0274669,140.70452
Zn2,38.76615446,43.70812434,41.70519737,62.08303765,56.67900856,63.77139046,136.6718224,140.0102813,144.9083186
Zn2,40.88699764,45.17226292,45.37027968,63.97578372,63.15958539,61.63098578,143.8323739,140.246334,140.4327409
Zn2,42.96748155,46.40003544,43.28471396,62.98879342,60.21624112,59.82783876,136.2020087,140.1698219,139.6385907
Zn2,46.10493056,44.84634835,38.15986997,62.46621295,60.19485014,60.04130335,144.8364983,147.4687575,141.0165936
Zn2,45.95682325,46.11543147,38.54784175,64.23833695,65.52918236,56.81418906,136.8379788,139.0602179,141.7909247
Zn2,45.52245705,47.17872004,47.34816051,64.62486841,60.94261606,63.92194521,135.7153588,147.2515869,140.7126206
Zn2,46.60740961,45.79472595,43.28770035,61.77279419,57.13084163,62.28149208,137.3678337,138.6945736,145.9836665
Zn2,38.360436,47.87631482,41.34709798,63.69588982,57.85688131,56.36878083,138.7902698,138.0521993,143.3376425
Zn2,38.54945209,47.53912966,41.6098484,57.66508485,64.82334473,60.47047278,139.9684245,140.0380549,143.3453847
Zn2,44.2653497,44.05534237,41.34633439,58.14882009,62.65625385,63.34081567,135.7997214,140.9858986,139.3088891
Zn2,39.50167501,42.30901734,47.22460265,59.40048908,62.15198573,61.6723373,135.8383316,146.0633902,142.048836
Zn2,47.05618046,45.99277029,40.49724099,57.41245049,56.24502648,56.93030072,135.1075873,139.7519005,137.3336135
Zn2,41.45030685,43.09215896,46.76424713,59.64054248,56.75375239,63.58113696,135.616461,138.6042351,143.1704811
Zn2,39.02055214,46.91357713,46.0642845,56.49452801,59.2903698,63.25503541,142.1154173,146.9841767,137.6935559
Zn2,41.52279886,46.00148865,45.50047639,63.19410071,65.88402534,59.78864202,143.7292485,140.0133321,140.7894592
Zn2,47.71373133,47.04444362,47.90947591,58.51440668,62.83648406,56.81673846,142.8602975,147.4245735,141.0347638
Zn2,39.48437259,40.71306161,43.83046583,56.76065305,60.14746731,61.74555158,141.0086515,145.4652833,138.5359833
Zn2,44.7133169,40.631599,45.50026577,62.39738979,64.48446175,60.60017369,137.1449282,147.4670338,139.386259
Zn2,42.33761831,40.46819669,39.91084002,63.38376397,64.53785175,59.18965173,138.7609933,140.7260659,143.6624066
Zn2,44.86324238,47.25601984,44.08005983,57.48839159,63.44204226,57.56799236,140.5408423,144.0209992,140.4652987
Zn2,40.14131253,47.25998911,45.95942283,61.64002686,63.90919218,62.74542817,143.6979636,141.2726065,141.1483824
Zn2,47.91929041,41.38214071,41.87884527,59.24437454,58.64092767,63.30711787,140.9570325,138.468519,138.1739455
Zn2,42.160849,44.83252499,39.86588192,56.78186244,60.76822595,59.48523469,138.0957914,141.88563,145.9496907
Zn2,42.8338501,39.45766137,39.42537704,59.83929723,60.26062679,59.04274427,139.5914071,144.8493902,146.3822802
Zn2,46.81818633,45.96516668,45.30617443,63.43758683,57.06214298,64.35455575,137.107984,145.7296905,141.94042
Zn2,38.41806984,48.54535315,45.4321651,57.72082269,61.4501064,62.31333417,142.6420047,142.5620486,142.4024878
Zn2,47.75402644,47.84771261,42.97913253,60.55396051,63.11323507,61.55446311,143.9198729,139.4906426,138.5913867
Zn2,46.927162,39.84585842,41.60006425,62.65921564,62.30364269,60.26573374,140.9308857,147.7926782,143.4701276
Zn2,40.9656844,39.87249075,40.07662507,65.28176557,62.91811236,55.05272761,137.9594606,145.3059399,144.5870205
Zn2,38.33506651,44.33910386,43.92289537,63.99751615,64.9505885,62.15704478,141.054854,144.7380002,146.805315
Zn2,44.06321505,45.74443483,46.84114208,56.79680106,60.03575114,57.97531587,136.4456226,142.7410591,142.3415324
Zn2,43.81628159,45.57212816,41.98549634,65.88711548,63.50323141,59.39868367,142.9497031,141.6980364,145.2379308
Zn2,39.1565706,46.81049647,40.7207049,58.15655256,56.66060647,64.6938883,142.0728116,138.4859132,138.719536
Zn2,44.4951937,48.98724571,39.68097751,63.76026272,64.75882779,55.53527285,143.4611993,146.4802933,146.0468445
Zn2,44.88911202,39.64511803,39.01996862,61.16814314,58.85206527,58.86979372,136.9882639,146.3617849,146.2604662
Zn2,40.36992431,47.08462266,40.53967138,56.90756041,59.0661592,58.29552686,142.5857223,141.7434157,137.5864046
Zn2,43.41913354,40.19922746,41.60917904,60.02919714,59.16024023,64.51819752,136.3656935,142.4103321,140.0712901
Zn2,46.42543941,40.67561745,47.8624361,59.57111443,65.05810699,64.81983915,136.4369778,140.1690633,140.1153729
Zn2,43.41100959,45.6936251,42.322952,58.54496032,63.25804894,64.50230354,135.286231,145.2947192,141.7897315
Zn2,44.81269823,48.14656729,42.86832399,60.02675023,57.86644313,56.30666874,138.1815844,139.5327779,139.0450029
Zn2,42.61507403,44.14044997,39.39239206,60.34264868,57.79602586,61.44151964,137.0271172,146.1299239,139.1788573
Zn2,41.90362552,39.23092249,47.18339407,61.09394701,60.35672004,58.90154337,136.6409085,140.3315155,137.2813567
Zn2,46.69624184,47.67964252,44.13937677,64.30919574,62.41592795,64.59559015,136.2975703,145.5698707,141.0810369
Zn2,40.22975533,42.51995206,44.32920901,64.92712321,58.37361669,60.7424595,136.0246338,147.7762214,139.7335478
Zn2,38.04790928,43.95917454,45.19461486,57.3127389,63.12152341,59.78201587,144.8638175,139.4787186,140.1689761
Zn2,43.78597806,39.60248699,44.7674518,61.66012216,58.71162446,63.63367936,140.2580091,146.2295696,144.2405294
Zn2,44.31853758,46.94337031,44.20250088,58.06066981,63.3105098,55.44327883,141.0057936,147.7701033,138.617982
Zn2,38.66904181,41.20579816,44.39439836,64.39714871,64.18096053,57.51426101,140.186522,146.0114869,138.7740924
Zn2,40.56338383,47.54481297,42.67511683,65.27192815,64.66398979,63.57679399,136.2496708,147.9688177,146.8496328
Zn2,41.69544284,46.93523425,39.07745,57.68911373,61.26379905,62.51869618,139.8350405,144.585658,146.7935698
Zn2,44.92822808,41.84504309,44.59439912,64.57413751,60.37585165,59.65023305,136.1819733,143.3298324,142.2174479
Zn2,43.49143517,39.37035207,46.69741181,60.38133382,65.98060047,59.16519473,138.4171982,147.630391,144.6524767
Zn2,41.24732846,46.78084554,45.76822942,56.36458798,60.28844624,62.19582061,138.5344871,138.789352,144.1915071
Zn2,41.89130477,44.19429721,42.77081453,62.48600562,62.3334523,58.23961914,143.1857246,140.5265348,138.4240665
Zn2,39.20723934,42.69543576,41.08219874,61.48379338,63.01799635,60.84328752,139.9939337,143.550903,142.7813689
Zn2,39.53866185,47.92268733,44.52881137,57.85790066,57.76051819,56.74487825,144.5943531,143.252689,138.3047907
Zn2,41.05748124,40.25520884,41.0801592,61.07678297,65.9600116,61.22459973,135.2766478,140.7329343,142.1399089
Zn2,40.23722597,47.77180319,38.3249181,57.26986943,59.47371928,55.22786271,137.0655207,140.2033251,137.0769043
Zn2,42.81625469,41.20431464,40.75425894,63.55690694,58.28535214,58.39181767,138.8131354,147.7533131,142.7661368
Zn2,44.6004672,42.45332375,47.03649326,65.50654678,63.56407447,55.840323,135.6611554,144.242816,137.289656
Zn2,40.21364725,40.33038384,41.55027338,60.33190088,59.91070426,55.56847817,135.4662172,144.353982,145.7847202
Zn2,43.39307655,48.11998468,38.4180848,62.91687255,64.50337198,63.84257188,142.0425973,146.4225285,142.8092744
Zn2,41.86859443,48.94441339,38.27049632,57.60037239,64.54299853,55.32001268,139.501407,140.6762305,145.0619144
Zn2,47.28406483,44.74649998,45.45677506,59.46028293,58.90768988,61.21553795,139.7086898,139.2978031,139.4675109
Zn2,41.79719868,48.05347626,44.99943971,63.51272885,61.68566893,60.91154432,143.9191369,138.4961051,145.7294769
Zn2,41.30069924,43.77966084,39.33483575,62.41402519,63.35584094,56.94556852,138.2132975,144.5974682,145.106208
Zn2,45.26611495,46.98949763,46.17091227,60.59727974,57.71129021,58.5584474,141.0718513,145.8765789,137.6800167
Zn2,46.43805096,39.25249511,43.90834391,62.03570682,59.30369539,61.63492579,139.9735417,140.8357974,141.3364983
Zn2,47.22137777,46.58538733,39.28389167,60.21193144,61.74733128,64.51866595,137.6769077,139.5180655,138.4135333
Zn2,41.03434922,46.45486853,40.98458427,58.46943151,60.98643794,57.69062005,136.0994458,142.8074356,145.6948299
Zn2,38.36345732,39.99108344,44.32342352,63.01866696,60.18119465,56.66727103,139.7263458,141.9986152,142.8548091
Zn2,44.32319126,42.38773797,46.11544696,64.76986971,56.96358947,63.86106994,136.6120065,140.6690858,140.970926
Zn2,38.26716851,44.63430393,39.56672055,64.30813196,57.76917275,64.63279814,144.8808229,147.4744497,141.3147824
Zn2,46.18770165,42.45229486,40.02916764,58.04830663,57.08913959,62.44130685,138.6134552,142.5325956,137.7505203
Zn2,42.68316411,43.11735828,46.38985899,63.3659709,61.44266438,59.03534384,143.5140911,147.4678962,145.855732
Zn2,39.70955704,43.22022592,40.97669052,65.25280206,57.10516703,64.07249454,139.576999,141.1041457,141.2018161
Zn2,44.26095839,45.00128069,38.39565928,65.83836289,58.26701829,61.59124045,142.2773713,146.5180734,144.751451
Zn2,47.93087678,46.59083496,47.51546828,64.5959534,60.80223924,64.07329109,142.0587517,144.1237518,145.2805249
Zn2,41.20322043,39.27123907,47.32954519,59.42603763,65.40749715,56.58387925,140.7546486,139.3300275,145.8582792
Zn2,46.91177136,43.77798928,41.00069395,61.2842396,61.91343945,64.42545668,135.1817086,146.0410037,145.6321696
Zn2,46.29883478,45.02705971,41.50868118,60.13739447,63.40324942,56.57400149,137.2812686,138.3779805,142.5873673
Zn2,44.87279584,40.57463361,45.76984383,62.58169365,63.13720219,62.70588697,143.9756486,144.1968237,142.303504
Zn2,44.28609862,46.7062806,39.52207838,64.32429594,62.27959071,56.66710438,138.798564,141.0363296,139.7629215
Zn2,44.04706254,45.98687582,42.26811467,61.86007776,58.96227659,57.99041485,136.0116364,144.9883864,140.053203
Zn2,41.5839957,46.19839894,45.86826499,60.17155204,62.44622244,60.24839634,137.4969913,146.7804982,144.7915666
Zn2,44.35383576,42.1123775,46.0733076,64.60326152,65.94041216,64.92813706,142.5992247,143.6064645,138.9027068
Zn2,38.74061868,39.4513179,41.63356884,56.75649659,59.33975853,58.74656737,143.793212,147.1781597,145.0120184
Zn2,46.52249822,43.9222065,39.31321193,59.29148519,64.45143393,60.33115164,140.8832321,138.492734,141.5437753
Zn2,46.28566582,43.55158743,47.97935161,58.22685704,57.73027329,63.94368551,137.3808546,143.8264668,146.0523263
Zn2,41.26710052,48.50832508,47.50764284,56.09062482,63.74075028,59.40149087,143.6613034,138.2373168,144.7200371
Zn2,40.14560841,39.9515708,43.22366529,57.33620592,59.64625794,61.9893496,142.0017713,144.3165916,142.8291303
Zn2,40.72179175,44.10707139,39.54609639,56.58491663,56.48925704,60.50703556,138.7930662,140.5505729,138.686997
Zn2,42.02482769,47.26108141,47.32183334,64.82083933,62.83034993,62.29492737,140.7877651,144.9637302,139.5051641
Zn2,43.99344181,40.21837019,45.16332014,63.09313259,65.45847184,55.95826041,143.4200997,138.7794092,144.9946506
Zn2,44.24211199,43.39149174,44.10180014,63.18551332,60.92068245,64.04613899,137.6963097,146.3426589,137.8521089
Zn2,38.18917124,46.23268787,47.58936508,65.16026349,57.60033811,59.45568348,138.1940435,147.581082,139.3924204
Zn2,38.78572254,43.10019927,41.47783594,57.72458904,60.23851597,57.61381175,137.3614813,146.7819704,143.2886096
Zn2,44.44769154,47.30445661,45.14588989,62.18676736,64.17751835,60.98643297,138.7592721,145.0355381,143.2899899
Zn2,40.55032001,40.987396,44.21625692,58.75593989,64.15499684,64.61955483,137.2414136,147.036061,138.5537573
Zn2,39.71687739,39.08069247,46.29945766,63.38769803,58.73490163,57.18228755,143.2629747,138.338734,142.340338
Zn2,44.23000486,39.9963133,39.88152134,56.14377103,57.34169719,59.56334071,136.9453088,140.2781535,146.9165344
Zn2,42.16369562,43.95155247,45.30623911,57.55550297,65.16913364,58.03832959,135.609465,140.5772124,143.7657088
Zn2,38.98912213,46.49533208,46.86721362,65.20542461,64.64353218,62.35412965,138.3861383,143.8451498,142.6756333
Zn2,44.69592034,41.09688678,47.18658372,60.54052288,62.43452637,60.02169815,140.1997121,138.0343209,144.3876589
Zn2,42.69869614,42.94567311,42.04888537,58.96971207,60.59561007,59.9311845,135.6404277,146.4447859,138.2421885
Zn2,38.88173491,46.08447061,43.63263316,63.38261884,60.97352527,58.30321505,137.2822931,144.0432403,139.6058692
Zn2,47.30737855,44.86074586,39.80715399,59.84795114,64.97609206,63.01814225,138.6415968,145.4287398,138.2042347
Zn2,47.09350822,45.59106174,40.35726346,57.8129879,56.39328615,63.42206511,144.8514493,143.6331973,138.0592623
Zn2,46.17424869,45.27097706,44.70122727,62.38240766,57.64881974,61.35681432,139.521084,139.4885131,138.064525
Zn2,38.5667285,41.37413919,41.66339297,56.5131013,63.22212429,63.9293077,142.5702566,141.4740144,144.4959225
Zn2,43.47325063,40.168781,43.19222111,58.13318842,57.95884467,59.00769547,143.5012658,144.40759,146.338168
Zn2,44.11281724,43.48424892,44.3228059,62.7101661,56.26326728,62.16948929,136.4578463,142.3431315,145.9789721
Zn2,41.25706599,40.06905502,42.96631371,58.14230465,65.27997241,57.15458051,142.2745379,141.243466,145.2085904
Zn2,42.88903326,43.43413432,43.53870922,64.51735105,58.42974291,59.55454353,137.595021,139.685705,146.5566469
Zn2,44.31077809,45.95739572,43.10012919,58.60307738,63.50160836,63.42273311,141.3853797,147.8180756,145.884361
Zn2,38.41324332,45.30281189,44.10632542,56.76014579,56.6695261,57.35704326,138.3044021,138.9253131,137.4599983
Zn2,39.70110798,47.99503732,46.34026372,56.87196964,65.18110875,60.33343228,140.6916366,147.8892097,137.5098885
Zn2,42.90378219,43.02936349,46.37375879,65.72937752,65.22666969,60.98450868,137.8715536,142.1499809,144.3754491
Zn2,47.55457107,39.19398797,47.65236258,64.44720856,57.09651215,63.92901489,137.2393068,145.0441442,146.6975202
Zn2,41.53967146,41.89018929,44.97937631,58.35174041,63.70630636,59.50784371,135.4561715,141.4196926,142.7456851
Zn2,40.23937969,46.09205703,38.07134662,65.49682992,57.76700874,58.00496999,137.4085738,138.7051611,137.1515601
Zn2,46.24278593,47.74556215,40.77953661,65.90370738,56.70522141,64.98274513,141.0611316,145.6309525,144.3920639
Zn2,44.76701792,48.60655081,39.95306549,64.28034786,64.9393884,58.4379724,136.4456306,139.7171541,139.2765078
Zn2,46.99778736,39.18475503,43.78330732,61.19215558,65.53863015,59.89375116,135.0353381,144.6433445,145.6935293
Zn2,45.54600447,48.68885841,44.6847579,60.9987988,64.67819037,64.86042928,137.8173597,144.8584922,138.8067209
Zn2,41.67572142,45.28572991,43.59263416,61.64176466,64.2596852,62.52143906,139.9286337,147.2396027,137.5568304
Zn2,42.24929715,46.17324361,41.43006502,64.25470396,62.07024012,63.33546542,142.3110453,138.138512,141.2742475
Zn2,40.11063694,43.84967616,42.95522512,65.50972094,58.75692363,61.60463346,143.6738008,146.155185,146.4860161
Zn2,46.42403392,48.26594905,38.80886387,56.13626054,59.46493825,61.76396474,138.2808792,147.3507875,138.1158224
Zn2,41.88113517,43.05459587,44.39166741,60.42856263,58.87857234,59.93007109,141.8657548,144.783376,142.6177157
Zn2,46.24787839,44.46573962,39.01158913,56.96020215,64.99406573,59.99702675,141.8033263,141.0054661,140.3955492
Zn2,47.84453585,39.54076879,43.4288289,58.69446595,58.94936981,57.12746806,142.3565833,143.7128951,141.4744132
Zn2,40.87394985,44.14303021,43.72849245,60.63210896,59.7426574,55.39486835,142.273235,139.0031897,146.3017327
Zn2,46.88076283,45.67579003,39.5608709,60.77823786,56.33736885,62.43293351,135.6966686,145.797765,142.7065216
Zn2,46.68913382,39.91407142,39.77272378,56.73321428,60.73962616,57.36077994,142.1311761,145.1349463,142.1842974
Cu2,70.77362433,81.84321252,79.72297438,91.98026401,94.33082574,99.79797398,128.0194193,129.2368202,133.0946161
Cu2,72.82852749,81.25547583,79.54824415,94.51916374,93.57809204,96.95527207,130.2682495,129.5128027,133.7698071
Cu2,70.1232064,78.96157177,84.64120841,88.60107209,93.47952638,98.37208563,123.9822314,132.0905774,135.2093675
Cu2,76.7057836,82.94240887,79.52564923,94.64958663,102.1599286,102.9385462,124.8000082,129.0356987,134.3446899
Cu2,68.1270191,82.35262148,78.12622124,92.18972772,99.95776229,98.60492704,125.726816,135.8311578,136.0554255
Cu2,69.25979293,82.50751522,83.1179598,93.32256639,94.16744901,101.2729946,130.0683701,134.577398,132.268536
Cu2,73.91655625,74.60558393,86.83653052,91.38521533,94.03757832,94.78484318,126.0881275,129.9658716,127.1472998
Cu2,74.61357646,76.03902258,84.70076551,94.79723164,99.61421766,97.61615313,124.764016,131.5127661,133.4619652
Cu2,67.88550737,73.0991239,84.96882555,95.4187748,99.8074649,98.14455948,124.7984907,133.2416064,134.7198872
Cu2,72.44676154,79.2342848,86.07449553,87.77938836,94.08084886,103.6608555,129.6794802,134.107683,131.5807465
Cu2,70.40479411,73.34027653,80.37428849,94.91278975,94.14404657,95.25011237,132.551192,127.3446532,133.7541347
Cu2,74.10423005,76.6355054,78.84726042,95.9140534,99.73281531,99.55780032,128.9687544,129.6783116,127.9726574
Cu2,73.9428472,76.77271168,84.79161541,96.89588295,99.89374256,102.4161002,132.5273633,133.154984,132.5368722
Cu2,75.38306873,78.45815848,82.19165733,89.5549765,93.97766661,98.36207339,127.2836256,128.4674285,128.0622021
Cu2,67.68002562,76.3504571,79.60930136,95.64479125,96.5454265,101.6661532,132.3165655,130.6238451,132.3006525
Cu2,70.33497171,80.9826559,87.60287559,94.19362938,93.81094669,96.27445391,127.5444345,135.544399,132.4952235
Cu2,69.91878826,78.45958628,78.03824403,90.73426731,98.14268489,94.08860358,125.9821571,127.3754065,128.625522
Cu2,70.15530456,79.78560648,78.71073528,95.62034955,94.76498635,101.1913959,129.4941037,130.3935451,135.3966724
Cu2,75.15257876,79.50814947,79.13482301,89.11688765,96.66783471,99.83020412,128.1893479,132.3530364,134.1516543
Cu2,70.35061904,79.55895351,78.78782003,91.78037201,96.98219145,96.50689662,123.8844573,131.7485345,134.7318186
