cmpdname,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify,BoilingPoint
cis-2-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon,398.75
(Z)-3-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,370.15
4-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,360.5
5-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,360.15
trans-4-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon,395.55
(E)-2-Methylhept-3-ene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,387.13
cis-3-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon,369.15
trans-3-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon,369.15
"cis-2,2-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,378.55
"2,3-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,386.24
(E)-4-Undecene,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon,466.15
3-Octen-2-OL,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol,478.54
2-Ethylhex-2-enol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol,478.86
cis-3-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,501.2
cis-4-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,501.2
cis-2-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,501.2
cis-3-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon,396.15
cis-3-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon,432.56
cis-7-Dodecen-1-ol,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol,570.5
"1,6-Octadiene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon,383.48
3-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
2-Methylpent-2-en-1-ol,100.16,20.2,7,1,6,0,1,1,1,0,Alcohol,440.65
"(Z,E)-alpha-Farnesene",204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon,551.6
11-Tricosene,322.6,0,23,0,23,0,0,0,1,0,Hydrocarbon,730
"3,5-Hexadien-2-ol",98.14,20.2,7,1,6,0,1,1,2,0,Alcohol,429.46
"1,4-Octadiene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon,392.15
"2,6-Octadiene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon,397.65
"1,5-Heptadiene",96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon,367.15337
"3-Methyl-1,5-heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon,384.12498
6-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,501.2
trans-2-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,510.65
4-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
5-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
trans-3-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon,409.68
cis-4-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon,395.75
2-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon,397.15
cis-5-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon,444.45
cis-2-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon,447.35
cis-3-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon,409.68
Trans-4-NONENE,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon,418.15
cis-2-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon,409.68
cis-4-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon,418.15
trans-4-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon,432.56
cis-3-Octen-1-ol,128.21,20.2,9,1,8,0,1,0,1,0,Alcohol,478.98
cis-2-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
trans-2-Nonene,126.24,0,9,0,9,0,0,0,1,0,Hydrocarbon,420.15
9-Octadecene,252.5,0,18,0,18,0,0,0,1,0,Hydrocarbon,615.6
(Z)-Pent-3-en-1-ol,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol,413.65
trans-6-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
cis-6-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
7-Tetradecene,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon,524.08
"2,6-Dimethyl-3-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon,387.4
(Z)-9-Tetradecen-1-ol,212.37,20.2,15,1,14,0,1,0,1,0,Alcohol,616.26
3-Methyl-3-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,394.15
"3,5-Dimethyl-3-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon,409.12
5-Methyl-2-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,386.36
cis-2-Penten-1-ol,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol,411.15
2-Penten-1-OL,86.13,20.2,6,1,5,0,1,0,1,0,Alcohol,411.15
2-Decen-1-ol,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol,524.74
trans-2-Undecen-1-ol,170.29,20.2,12,1,11,0,1,0,1,0,Alcohol,547.62
"3,5,5-Trimethyl-2-hexene",126.24,0,9,0,9,0,0,3,1,0,Hydrocarbon,434.35
"1,4-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon,338.15
"cis-3-Methyl-1,3-Pentadiene",82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon,350.15
"cis,cis-2,7-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon,424.2
"2,4-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon,413.84
"4-Methyl-1,5-Heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon,388.97729
"3,7,11-Trimethyldodeca-6,10-dien-1-yn-3-ol",220.35,20.2,16,1,15,0,1,4,2,1,Alcohol,629.95
trans-2-Methyl-3-octene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon,409.24
3-Methyl-2-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,394.15
2-Octen-4-ol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol,448.15
3-Penten-2-OL,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol,391.65
"3,7,11,15-Tetramethyl-2-hexadecen-1-OL",296.5,20.2,21,1,20,0,1,4,1,0,Alcohol,752.1
Hotrienol,152.23,20.2,11,1,10,0,1,3,3,0,Alcohol,514.75
"1,3,5-Heptatriene",94.15,0,7,0,7,0,0,0,3,0,Hydrocarbon,386.65
"Hepta-2,4-dien-1-ol",112.17,20.2,8,1,7,0,1,0,2,0,Alcohol,460.26
"2-Methyl-1,3,5-hexatriene",94.15,0,7,0,7,0,0,1,3,0,Hydrocarbon,357.16
"1,3,5-Undecatriene",150.26,0,11,0,11,0,0,0,3,0,Hydrocarbon,456.28
"3-Methyl-1,4-heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon,378.25
"3-Methyl-2,4-hexadiene",96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon,381
Elaidyl alcohol,268.5,20.2,19,1,18,0,1,0,1,0,Alcohol,606.15
"(E,E,E)-2,4,6-Octatriene",108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon,420.65
"2,6-Dimethyl-2,4,6-octatriene",136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon,461.15
"(2Z)-3,4,4-Trimethyl-2-pentene",112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon,385.45
"(E,Z)-2,6-Dimethylocta-2,4,6-triene",136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon,440.64
L-Iditol,182.17,121,12,6,6,0,6,5,0,0,Alcohol,888.2
"1,3-Heptadiene",96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon,360.6
"cis-2,5-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,371.8
5-Methyl-3-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,385.15
"7-Methyl-2,4-octadiene",124.22,0,9,0,9,0,0,1,2,0,Hydrocarbon,422
"5,5-Dimethyl-2-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,383.57
trans-4-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,501.2
4-Methyl-2-penten-4-ol,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol,385.15
2-Methyloct-4-ene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon,412.15
"(E)-2,2,5,5-Tetramethylhex-3-ene",140.27,0,10,0,10,0,0,4,1,0,Hydrocarbon,398.25
(R)-Lavandulol,154.25,20.2,11,1,10,0,1,3,2,0,Alcohol,520.74
Dec-4-en-1-ol,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol,524.74
cis-2-Methyl-7-octadecene,266.5,0,19,0,19,0,0,1,1,0,Hydrocarbon,638.04
"Butene-1,4-diol",88.11,40.5,6,2,4,0,2,1,1,0,Alcohol,479.64
"(E)-2,6,10-Trimethylundeca-5,9-dienol",210.36,20.2,15,1,14,0,1,3,2,0,Alcohol,619.74
(Z)-Dodec-5-enol,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol,570.5
7-Methyl-2-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
"2,7-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,453.15
"2,8-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,456.15
1-Tritriacontene,462.9,0,33,0,33,0,0,0,1,0,Hydrocarbon,746.15
2-Methyl-2-buten-1-OL,86.13,20.2,6,1,5,0,1,1,1,0,Alcohol,410.15
Ethyl linalool,168.28,20.2,12,1,11,0,1,3,2,0,Alcohol,540.95
Polybutene,112.21,0,8,0,8,0,0,0,2,0,Hydrocarbon,590.15
Linolenyl alcohol,264.4,20.2,19,1,18,0,1,0,3,0,Alcohol,716.1
"N,N-Dimethylicosylamine",325.6,3.2,23,1,22,1,0,1,0,0,Amine,652.15
"(R*,S*)-Pentane-2,4-diol",104.15,40.5,7,2,5,0,2,2,0,0,Alcohol,491.15
(3R)-oct-1-en-3-ol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol,471.06
"(r)-Butane-1,2,4-triol",106.12,60.7,7,3,4,0,3,2,0,0,Alcohol,567.22
(3S)-octan-3-ol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,449.98776
"(S)-3,3-dimethyl-2-butanol",102.17,20.2,7,1,6,0,1,3,0,0,Alcohol,393.15
4-Methyl-hept-1-en-4-ol,128.21,20.2,9,1,8,0,1,2,1,0,Alcohol,468.27
(R)-(-)-2-Pentanol,88.15,20.2,6,1,5,0,1,1,0,0,Alcohol,393.42017
"2-Propylpropane-1,3-diol",118.17,40.5,8,2,6,0,2,1,0,0,Alcohol,520.8
"2,5,6-Trimethyl-2-heptanol",158.28,20.2,11,1,10,0,1,4,0,0,Alcohol,466.15
1-O-Hexadecyl-sn-glycerol,316.5,49.7,22,3,19,0,3,1,0,0,Alcohol,840.66
1-O-Octadecyl-sn-glycerol,344.6,49.7,24,3,21,0,3,1,0,0,Alcohol,886.42
12-Methyltridecan-1-ol,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol,611.66
"2,2-Dimethylbutane-1,4-diol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol,518.01
"2,3,4,5,6-Pentamethylheptane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon,468.15
"3,3,4,4-Tetraethylhexane",198.39,0,14,0,14,0,0,4,0,0,Hydrocarbon,513.46
"4-Methylpentane-1,4-diol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol,491.65
"2,6-Dimethyl-1-octanol",158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,519.7
7-Methylnonan-1-ol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol,520.14
"2,4-Dimethyltridecane",212.41,0,15,0,15,0,0,2,0,0,Hydrocarbon,524.15
"5-Methylhexane-1,5-diol",132.2,40.5,9,2,7,0,2,2,0,0,Alcohol,540.89
"3-(Hexyloxy)propane-1,2-diol",176.25,49.7,12,3,9,0,3,1,0,0,Alcohol,611.86
"2,2-Dimethyl-4-heptanol",144.25,20.2,10,1,9,0,1,3,0,0,Alcohol,447.15
"3,5-Dimethyl-3-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,516.91
"4,6-Dimethyl-4-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,516.91
Ethyl heptyl carbinol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol,490.15
"N,N-Diethylheptylamine",171.32,3.2,12,1,11,1,0,1,0,0,Amine,471.15
N-Ethyloctylamine,157.3,12,11,1,10,1,0,0,0,0,Amine,475.15
"1,3-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon,406.36
"5,5-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,470.15
"3,4,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,454.15
6-Methyl-4-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
"3-Ethyl-2,2,3,4-tetramethylpentane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,459.15
"3,3-Diethyl-2,2-dimethylpentane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,462.15
"2,2,3,3,4,4-Hexamethylpentane",156.31,0,11,0,11,0,0,6,0,0,Hydrocarbon,467.15
"Trideca-1,12-diyne",176.3,0,13,0,13,0,0,0,0,2,Hydrocarbon,477.28
(S)-(+)-5-Methyl-1-heptanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,456.27755
"2,7-Dimethyloctan-2-ol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,516.91
(R)-3-Methyl-1-hexanol,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol,445.35
5-Methyloctan-2-OL,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
"3,4-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,458.15
(S)-(+)-4-Methyl-1-hexanol,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol,445.15
"1,2,3-Pentatriene",66.1,0,5,0,5,0,0,0,3,0,Hydrocarbon,317.22
Octadec-7-yne,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon,620.44
"2,7-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon,424.65
1-Tetratriacontene,476.9,0,34,0,34,0,0,0,1,0,Hydrocarbon,974.2
1-Pentatriacontene,490.9,0,35,0,35,0,0,0,1,0,Hydrocarbon,762.15
1-Nonatriacontene,547,0,39,0,39,0,0,0,1,0,Hydrocarbon,790.15
2-Hexadecyne,222.41,0,16,0,16,0,0,0,0,1,Hydrocarbon,569.15
"4-Methylhepta-1,6-diene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon,382.4
4-Tert-butylheptane,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,447.15
6-Methyloctan-3-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
4-Methylnonan-1-ol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol,489.15
"2,3,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,453.15
4-Ethyl-4-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,453.15
"2,4,7-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,443.15
4-Methyl-3-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
3-Methyloctan-1-OL,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol,497.26
"4-Ethyl-3,5-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,454.15
2-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon,977.08
"2,2,3,4-Tetramethylhexan-3-ol",158.28,20.2,11,1,10,0,1,5,0,0,Alcohol,464.89743
"2,4-Dimethylpentan-2-amine",115.22,26,8,1,7,1,0,3,0,0,Amine,394.75
"2,3-Dihydrofarnesol",224.38,20.2,16,1,15,0,1,3,2,0,Alcohol,642.62
"6,6-Dimethylheptan-1-ol",144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,494.47
"3,3-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,476.15
"4-Ethyl-2,4-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,464.15
"2,11-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon,519.04
"3-Ethyl-2,6-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,470.15
"4-Ethyl-2,6-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,463.15
4-Isopropyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,451.15
"3-Ethyl-2,2,5-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,443.15
4-Tert-butyl-2-methylheptane,170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,458.15
8-Methylnon-4-yne,138.25,0,10,0,10,0,0,1,0,1,Hydrocarbon,436.96
"2,2,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,442.15
"3,3,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,447.15
"2,2,4,4-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,443.15
"3,4,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,458.15
"2,3,5,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,448.15
"2,2,3-Trimethylbutan-1-ol",116.2,20.2,8,1,7,0,1,3,0,0,Alcohol,429.73095
"2,4,4,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,437.15
"2,5,8-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,463
4-Methyl-4-propylheptane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,451.15
"3,4,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,452.15
"2,2,3,5,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,438.275
"2,4,5,7-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,459.4
2-Pentadecyne,208.38,0,15,0,15,0,0,0,0,1,Hydrocarbon,553.15
5-Ethyl-5-methylnonane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,471.15
"5,5-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,450.15
6-Methyl-2-nonanol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,519.7
"4,4-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,472.15
"3,3-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,478
"4-Ethyl-2,2-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,460.15
"2,2-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon,513.15
"4-Ethyl-2,2-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,441.15
"2,2,7-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,443.15
"2,2,4-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,464.15
"3-Ethyl-2,5-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,449.15
"3,3-Diethylheptane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,459.9
"3,3,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,455.15
"3-Ethyl-3,4-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,473.15
"4,4-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,473.15
"3,6-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,455.15
"2,2,3,3-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,452.8
"3,3,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,454.15
4-Methyl-octane,128.25,0,9,0,9,0,0,1,0,0,Hydrocarbon,415.15
"2,2,6,6-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,455.9
"2,5-Dimethyl-3-isopropylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,443.15
"3-Ethyl-2,2-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,449.15
"2,2,3,3,4-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,457.15
"2,3,4-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,452.15
"2,3,3,4,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,454.15
"2,2,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,444.15
2-Methyl-4-isopropylheptane,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,445.15
4-Ethyl-5-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,453.15
"2,4,4,7-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,457
3-Ethyl-5-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,453.15
"2,3-Dimethyltridecane",212.41,0,15,0,15,0,0,2,0,0,Hydrocarbon,538.15
"3,4-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,472.15
2-Ethyl-3-methylhexan-1-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,466.15
"2,3,5-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,493.59
"3,3-Dimethyl-1-hexanol",130.229,20.2,9,1,8,0,1,2,0,0,Alcohol,471.59
4-Tert-butyloctane,170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,464.15
3-Ethyl-6-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,455.15
"2,3,4,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,446.7
"3,5-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,470.15
"2,3,3,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,448.15
"3,5-Diethylheptane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,452.15
"3,5,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,443.15
4-Isopropyl-4-heptanol,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,462.15
3-Pentadecyne,208.38,0,15,0,15,0,0,0,0,1,Hydrocarbon,544.15
"3,4-Diethyl-3-methylhexane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,459.15
5-Ethyl-1-heptanol,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol,497.26
"N,N-dimethylpentan-3-amine",115.22,3.2,8,1,7,1,0,2,0,0,Amine,389.65
"4-Ethyl-2,5-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,448.15
"2,2,3,3,5,5-Hexamethylhexane",170.33,0,12,0,12,0,0,6,0,0,Hydrocarbon,468.15
"2,5,5-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,493.59
"3,4,4-Trimethylpentan-2-ol",130.229,20.2,9,1,8,0,1,4,0,0,Alcohol,432.40963
"N,N,2-Trimethylbutan-2-amine",115.22,3.2,8,1,7,1,0,3,0,0,Amine,391.15
"3,5,5-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,491.24
"2,3,4-Trimethylhexan-2-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,493.59
"4,6-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,452.15
"2,3,3,4,4-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,460.15
"3,3-Diethyl-2,2,4-trimethylpentane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon,479.15
"3,3-Diethyl-2,4-dimethylhexane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,473.15
"3,3-Diethyl-2,4-dimethylpentane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,462.15
"3,3-Diethyl-2-methylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,476.15
"3,3-Diethyl-2-methylhexane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,459.15
"3-Ethyl-2,4,4-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,451.15
3-Methyl-4-isopropylheptane,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,450.15
2-Ethyl-4-methylhexan-1-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,468.15
"2,2,3,3,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,446.17573
"4-Ethyl-2,2,4-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,451.15
"3,3,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,450.15
"2,4,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,449.15
"3,3-Dimethylnon-4-yne",152.28,0,11,0,11,0,0,2,0,1,Hydrocarbon,457.05
Tri(octyl-decyl)amine,774.5,3.2,55,1,54,1,0,4,0,0,Amine,1446.24
4-Methyl-2-(2-methylpropyl)pentan-1-ol,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,477.15
"2,4-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,462.15
"2,4-Dimethyltetradecane",226.44,0,16,0,16,0,0,2,0,0,Hydrocarbon,521
"2,5-Dimethyl-4-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,519.26
"2,5-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,463.15
"2,6,6-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,463.15
"2,6-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,457.75
"2,5,5-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,463.15
"2,5,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,445.15
2-Methyl-4-propylheptane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,447.15
2-Methyl-5-propyloctane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,462
